cedula,nombre,apellido1,apellido2,cantidad_compras
985,Drew,Ewart,dewartrc@unicef.org,18
986,Gunilla,Gallaway,ggallawayrd@surveymonkey.com,46
987,Natal,Callcott,ncallcottre@about.me,72
988,Sonnnie,Chaize,schaizerf@oaic.gov.au,9
989,Allyn,Ratcliff,aratcliffrg@spotify.com,54
990,Gallard,Melbury,gmelburyrh@ox.ac.uk,88
991,Conroy,Boyfield,cboyfieldri@desdev.cn,59
992,Taylor,Allabush,tallabushrj@slideshare.net,91
993,West,Eltune,weltunerk@gravatar.com,6
994,Felike,Iwanowski,fiwanowskirl@umich.edu,25
995,Georgie,Bestwick,gbestwickrm@diigo.com,100
996,Lauraine,Skase,lskasern@dagondesign.com,27
997,Kandace,Wolfart,kwolfartro@nature.com,95
998,Cathie,Buske,cbuskerp@kickstarter.com,97
999,Nancie,Kairns,nkairnsrq@utexas.edu,62
1000,Elke,Franscioni,efranscionirr@mapquest.com,83
